Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0051402,neuron apoptotic process,19_GO:0009987 cellular process,-2.4,9.3,4.7,21160,148,46,3,6.5,3.6,15461|15525|20910,Hras|Hspa4|Stxbp1,-0.97
MyList,KEGG Pathway,24,mmu04072,Phospholipase D signaling pathway - Mus musculus (house mouse),,-2.4,9.3,4.7,21160,149,46,3,6.5,3.6,14674|14683|15461,Gna13|Gnas|Hras,-0.96
MyList,GO Biological Processes,19,GO:0045055,regulated exocytosis,19_GO:0051179 localization,-2.3,9,4.6,21160,153,46,3,6.5,3.6,20614|20910|104015,Snap25|Stxbp1|Synj1,-0.93
MyList,GO Biological Processes,19,GO:0016358,dendrite development,19_GO:0032502 developmental process,-2.3,9,4.6,21160,153,46,3,6.5,3.6,12322|13385|17754,Camk2a|Dlg4|Map1a,-0.93
MyList,GO Biological Processes,19,GO:0051051,negative regulation of transport,19_GO:0051179 localization,-2.3,4.6,3.8,21160,502,46,5,11,4.6,13385|14682|14687|19349|98660,Dlg4|Gnaq|Gnaz|Rab7|Atp1a2,-0.93
MyList,GO Biological Processes,19,GO:1901888,regulation of cell junction assembly,19_GO:0050789 regulation of biological process,-2.3,5.9,4.1,21160,311,46,4,8.7,4.2,13385|14674|20614|68585,Dlg4|Gna13|Snap25|Rtn4,-0.92
MyList,GO Biological Processes,19,GO:0061025,membrane fusion,19_GO:0009987 cellular process,-2.3,8.9,4.6,21160,155,46,3,6.5,3.6,19349|20614|20910,Rab7|Snap25|Stxbp1,-0.92
MyList,GO Biological Processes,19,GO:0003013,circulatory system process,19_GO:0032501 multicellular organismal process,-2.3,4.6,3.8,21160,505,46,5,11,4.6,14672|14674|14682|14683|98660,Gna11|Gna13|Gnaq|Gnas|Atp1a2,-0.92
MyList,Reactome Gene Sets,6,R-MMU-6798695,Neutrophil degranulation,,-2.3,4.5,3.8,21160,506,46,5,11,4.6,11772|13424|13629|15519|19349,Ap2a2|Dync1h1|Eef2|Hsp90aa1|Rab7,-0.92
MyList,KEGG Pathway,24,mmu04150,mTOR signaling pathway - Mus musculus (house mouse),,-2.3,8.7,4.6,21160,158,46,3,6.5,3.6,11964|15461|108664,Atp6v1a|Hras|Atp6v1h,-0.9
MyList,Reactome Gene Sets,6,R-MMU-69275,G2/M Transition,,-2.3,8.7,4.5,21160,159,46,3,6.5,3.6,13424|15519|22152,Dync1h1|Hsp90aa1|Tubb3,-0.89
MyList,WikiPathways,27,WP65,Insulin signaling,,-2.3,8.7,4.5,21160,159,46,3,6.5,3.6,15461|20614|20910,Hras|Snap25|Stxbp1,-0.89
MyList,GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,19_GO:0032502 developmental process,-2.3,5.8,4,21160,319,46,4,8.7,4.2,12323|13385|68585|104015,Camk2b|Dlg4|Rtn4|Synj1,-0.89
MyList,Reactome Gene Sets,6,R-MMU-453274,Mitotic G2-G2/M phases,,-2.3,8.6,4.5,21160,161,46,3,6.5,3.6,13424|15519|22152,Dync1h1|Hsp90aa1|Tubb3,-0.88
MyList,GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-2.3,5.7,4,21160,322,46,4,8.7,4.2,12799|15461|18823|68585,Cnp|Hras|Plp1|Rtn4,-0.87
MyList,GO Biological Processes,19,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.3,8.5,4.5,21160,162,46,3,6.5,3.6,14674|14682|14683,Gna13|Gnaq|Gnas,-0.87
MyList,GO Biological Processes,19,GO:0043269,regulation of monoatomic ion transport,19_GO:0051179 localization,-2.3,4.4,3.7,21160,521,46,5,11,4.6,12322|14682|14683|18823|98660,Camk2a|Gnaq|Gnas|Plp1|Atp1a2,-0.87
MyList,GO Biological Processes,19,GO:0071805,potassium ion transmembrane transport,19_GO:0051179 localization,-2.3,8.4,4.4,21160,164,46,3,6.5,3.6,20614|72961|98660,Snap25|Slc17a7|Atp1a2,-0.86
MyList,GO Biological Processes,19,GO:1904375,regulation of protein localization to cell periphery,19_GO:0051179 localization,-2.3,8.3,4.4,21160,166,46,3,6.5,3.6,12322|12323|15461,Camk2a|Camk2b|Hras,-0.84
MyList,GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0009987 cellular process,-2.2,8.2,4.4,21160,168,46,3,6.5,3.6,11429|18293|18597,Aco2|Ogdh|Pdha1,-0.83
MyList,GO Biological Processes,19,GO:0055080,monoatomic cation homeostasis,19_GO:0042592 homeostatic process,-2.2,4.3,3.6,21160,536,46,5,11,4.6,11938|11964|19349|98660|235380,Atp2a2|Atp6v1a|Rab7|Atp1a2|Dmxl2,-0.82
MyList,GO Biological Processes,19,GO:0006937,regulation of muscle contraction,19_GO:0032501 multicellular organismal process,-2.2,8.1,4.3,21160,170,46,3,6.5,3.6,11938|15519|98660,Atp2a2|Hsp90aa1|Atp1a2,-0.82
MyList,Reactome Gene Sets,6,R-MMU-948021,Transport to the Golgi and subsequent modification,,-2.2,8,4.3,21160,173,46,3,6.5,3.6,13424|18195|22152,Dync1h1|Nsf|Tubb3,-0.8
MyList,GO Biological Processes,19,GO:0034655,nucleobase-containing compound catabolic process,19_GO:0009987 cellular process,-2.2,5.4,3.8,21160,341,46,4,8.7,4.2,12799|15275|18293|56421,Cnp|Hk1|Ogdh|Pfkp,-0.79
MyList,GO Biological Processes,19,GO:0050801,monoatomic ion homeostasis,19_GO:0042592 homeostatic process,-2.2,4.2,3.5,21160,549,46,5,11,4.6,11938|11964|19349|98660|235380,Atp2a2|Atp6v1a|Rab7|Atp1a2|Dmxl2,-0.78
MyList,GO Biological Processes,19,GO:0007613,memory,19_GO:0032501 multicellular organismal process,-2.2,7.8,4.2,21160,177,46,3,6.5,3.6,17754|20614|72961,Map1a|Snap25|Slc17a7,-0.77
MyList,Reactome Gene Sets,6,R-MMU-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,,-2.2,7.8,4.2,21160,178,46,3,6.5,3.6,13424|18195|22152,Dync1h1|Nsf|Tubb3,-0.76
MyList,GO Biological Processes,19,GO:0019318,hexose metabolic process,19_GO:0009987 cellular process,-2.1,7.6,4.2,21160,182,46,3,6.5,3.6,15275|18597|56421,Hk1|Pdha1|Pfkp,-0.74
MyList,Reactome Gene Sets,6,R-MMU-5617833,Cilium Assembly,,-2.1,7.6,4.2,21160,182,46,3,6.5,3.6,13424|15519|22152,Dync1h1|Hsp90aa1|Tubb3,-0.74
MyList,GO Biological Processes,19,GO:0033365,protein localization to organelle,19_GO:0051179 localization,-2.1,3.5,3.3,21160,799,46,6,13,5,13385|15275|15519|15525|19349|68585,Dlg4|Hk1|Hsp90aa1|Hspa4|Rab7|Rtn4,-0.73
MyList,KEGG Pathway,24,mmu05165,Human papillomavirus infection - Mus musculus (house mouse),,-2.1,5.1,3.7,21160,359,46,4,8.7,4.2,11964|14683|15461|108664,Atp6v1a|Gnas|Hras|Atp6v1h,-0.72
MyList,Reactome Gene Sets,6,R-MMU-68877,Mitotic Prometaphase,,-2.1,7.4,4.1,21160,186,46,3,6.5,3.6,13424|15519|22152,Dync1h1|Hsp90aa1|Tubb3,-0.72
MyList,GO Biological Processes,19,GO:0072594,establishment of protein localization to organelle,19_GO:0051179 localization,-2.1,5.1,3.7,21160,362,46,4,8.7,4.2,15275|15519|15525|19349,Hk1|Hsp90aa1|Hspa4|Rab7,-0.71
MyList,GO Biological Processes,19,GO:0031647,regulation of protein stability,19_GO:0065007 biological regulation,-2.1,5,3.6,21160,365,46,4,8.7,4.2,14682|15519|20910|68585,Gnaq|Hsp90aa1|Stxbp1|Rtn4,-0.7
MyList,GO Biological Processes,19,GO:0099175,regulation of postsynapse organization,19_GO:0050789 regulation of biological process,-2.1,7.2,4,21160,191,46,3,6.5,3.6,12323|14674|68585,Camk2b|Gna13|Rtn4,-0.69
MyList,GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-2.1,4,3.4,21160,581,46,5,11,4.6,12323|13385|65254|68585|104015,Camk2b|Dlg4|Dpysl5|Rtn4|Synj1,-0.69
MyList,GO Biological Processes,19,GO:0042176,regulation of protein catabolic process,19_GO:0050789 regulation of biological process,-2.1,4.9,3.6,21160,374,46,4,8.7,4.2,15519|17754|18195|19349,Hsp90aa1|Map1a|Nsf|Rab7,-0.67
MyList,GO Biological Processes,19,GO:0045807,positive regulation of endocytosis,19_GO:0051179 localization,-2,6.9,3.9,21160,199,46,3,6.5,3.6,11771|18195|104015,Ap2a1|Nsf|Synj1,-0.64
MyList,GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-2,4.8,3.5,21160,384,46,4,8.7,4.2,12323|13385|68585|104015,Camk2b|Dlg4|Rtn4|Synj1,-0.63
MyList,GO Biological Processes,19,GO:0008016,regulation of heart contraction,19_GO:0032501 multicellular organismal process,-2,6.8,3.9,21160,202,46,3,6.5,3.6,11938|15519|98660,Atp2a2|Hsp90aa1|Atp1a2,-0.63
MyList,Reactome Gene Sets,6,R-MMU-9006931,Signaling by Nuclear Receptors,,-2,6.8,3.9,21160,203,46,3,6.5,3.6,15461|15519|18597,Hras|Hsp90aa1|Pdha1,-0.62
MyList,KEGG Pathway,24,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),,-2,6.8,3.9,21160,204,46,3,6.5,3.6,12322|12323|15461,Camk2a|Camk2b|Hras,-0.62
MyList_MCODE_ALL,KEGG Pathway,24,mmu04721,Synaptic vesicle cycle - Mus musculus (house mouse),,-15,1.2e+02,30,21160,77,19,8,42,11,11771|11772|11964|20614|20910|22348|72961|108664,Ap2a1|Ap2a2|Atp6v1a|Snap25|Stxbp1|Slc32a1|Slc17a7|Atp6v1h,-11
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099504,synaptic vesicle cycle,19_GO:0051179 localization,-14,59,23,21160,171,19,9,47,11,11771|11772|11964|20614|20910|22348|72961|104015|108664,Ap2a1|Ap2a2|Atp6v1a|Snap25|Stxbp1|Slc32a1|Slc17a7|Synj1|Atp6v1h,-10
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099003,vesicle-mediated transport in synapse,19_GO:0051179 localization,-13,51,21,21160,196,19,9,47,11,11771|11772|11964|20614|20910|22348|72961|104015|108664,Ap2a1|Ap2a2|Atp6v1a|Snap25|Stxbp1|Slc32a1|Slc17a7|Synj1|Atp6v1h,-9.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-112315,Transmission across Chemical Synapses,,-11,45,19,21160,196,19,8,42,11,11771|11772|12322|12323|13385|20910|22348|72961,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4|Stxbp1|Slc32a1|Slc17a7,-8.1
MyList_MCODE_ALL,KEGG Pathway,24,mmu04730,Long-term depression - Mus musculus (house mouse),,-11,1.1e+02,26,21160,60,19,6,32,11,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-7.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",,-11,2.1e+02,32,21160,27,19,5,26,10,11771|11772|12322|12323|13385,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4,-7.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-399719,Trafficking of AMPA receptors,,-11,2.1e+02,32,21160,27,19,5,26,10,11771|11772|12322|12323|13385,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4,-7.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0016188,synaptic vesicle maturation,19_GO:0032502 developmental process,-10,1.9e+02,31,21160,29,19,5,26,10,11964|13385|20910|72961|108664,Atp6v1a|Dlg4|Stxbp1|Slc17a7|Atp6v1h,-7.4
MyList_MCODE_ALL,KEGG Pathway,24,mmu04911,Insulin secretion - Mus musculus (house mouse),,-10,78,21,21160,86,19,6,32,11,12322|12323|14672|14682|14683|20614,Camk2a|Camk2b|Gna11|Gnaq|Gnas|Snap25,-7
MyList_MCODE_ALL,WikiPathways,27,WP232,G protein signaling pathways,,-9.9,74,21,21160,90,19,6,32,11,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-6.9
MyList_MCODE_ALL,KEGG Pathway,24,mmu04912,GnRH signaling pathway - Mus musculus (house mouse),,-9.9,74,21,21160,90,19,6,32,11,12322|12323|14672|14682|14683|15461,Camk2a|Camk2b|Gna11|Gnaq|Gnas|Hras,-6.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-112316,Neuronal System,,-9.9,28,15,21160,314,19,8,42,11,11771|11772|12322|12323|13385|20910|22348|72961,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4|Stxbp1|Slc32a1|Slc17a7,-6.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-382551,Transport of small molecules,,-8.9,16,11,21160,638,19,9,47,11,11771|11772|11964|12322|12323|14683|22348|72961|108664,Ap2a1|Ap2a2|Atp6v1a|Camk2a|Camk2b|Gnas|Slc32a1|Slc17a7|Atp6v1h,-6
MyList_MCODE_ALL,WikiPathways,27,WP553,Calcium regulation in cardiac cells,,-8.6,46,16,21160,145,19,6,32,11,12322|12323|14672|14682|14683|14687,Camk2a|Camk2b|Gna11|Gnaq|Gnas|Gnaz,-5.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099536,synaptic signaling,19_GO:0050789 regulation of biological process,-8.5,19,12,21160,461,19,8,42,11,13385|14672|14682|20614|20910|72961|104015|235380,Dlg4|Gna11|Gnaq|Snap25|Stxbp1|Slc17a7|Synj1|Dmxl2,-5.8
MyList_MCODE_ALL,KEGG Pathway,24,mmu04916,Melanogenesis - Mus musculus (house mouse),,-7.6,56,16,21160,100,19,5,26,10,12322|12323|14682|14683|15461,Camk2a|Camk2b|Gnaq|Gnas|Hras,-5
MyList_MCODE_ALL,KEGG Pathway,24,mmu04925,Aldosterone synthesis and secretion - Mus musculus (house mouse),,-7.6,54,16,21160,103,19,5,26,10,12322|12323|14672|14682|14683,Camk2a|Camk2b|Gna11|Gnaq|Gnas,-5
MyList_MCODE_ALL,KEGG Pathway,24,mmu04725,Cholinergic synapse - Mus musculus (house mouse),,-7.4,49,15,21160,113,19,5,26,10,12322|12323|14672|14682|15461,Camk2a|Camk2b|Gna11|Gnaq|Hras,-4.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:1990806,ligand-gated ion channel signaling pathway,19_GO:0050896 response to stimulus,-7.2,99,20,21160,45,19,4,21,9.4,12322|13385|14672|14682,Camk2a|Dlg4|Gna11|Gnaq,-4.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007267,cell-cell signaling,19_GO:0050789 regulation of biological process,-7,12,9.3,21160,719,19,8,42,11,13385|14672|14682|20614|20910|72961|104015|235380,Dlg4|Gna11|Gnaq|Snap25|Stxbp1|Slc17a7|Synj1|Dmxl2,-4.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-112314,Neurotransmitter receptors and postsynaptic signal transmission,,-7,42,14,21160,134,19,5,26,10,11771|11772|12322|12323|13385,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4,-4.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006836,neurotransmitter transport,19_GO:0051179 localization,-6.8,38,14,21160,145,19,5,26,10,20614|20910|22348|72961|104015,Snap25|Stxbp1|Slc32a1|Slc17a7|Synj1,-4.4
MyList_MCODE_ALL,KEGG Pathway,24,mmu04921,Oxytocin signaling pathway - Mus musculus (house mouse),,-6.7,36,13,21160,153,19,5,26,10,12322|12323|14682|14683|15461,Camk2a|Camk2b|Gnaq|Gnas|Hras,-4.3
MyList_MCODE_ALL,KEGG Pathway,24,mmu04961,Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse),,-6.6,73,17,21160,61,19,4,21,9.4,11771|11772|14682|14683,Ap2a1|Ap2a2|Gnaq|Gnas,-4.3
MyList_MCODE_ALL,KEGG Pathway,24,mmu04934,Cushing syndrome - Mus musculus (house mouse),,-6.6,34,13,21160,162,19,5,26,10,12322|12323|14672|14682|14683,Camk2a|Camk2b|Gna11|Gnaq|Gnas,-4.3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-8953897,Cellular responses to stimuli,,-6.6,14,9.5,21160,543,19,7,37,11,11964|12322|12323|14672|14682|14683|108664,Atp6v1a|Camk2a|Camk2b|Gna11|Gnaq|Gnas|Atp6v1h,-4.3
MyList_MCODE_ALL,KEGG Pathway,24,mmu05200,Pathways in cancer - Mus musculus (house mouse),,-6.5,14,9.4,21160,548,19,7,37,11,12322|12323|14672|14674|14682|14683|15461,Camk2a|Camk2b|Gna11|Gna13|Gnaq|Gnas|Hras,-4.2
MyList_MCODE_ALL,KEGG Pathway,24,mmu04720,Long-term potentiation - Mus musculus (house mouse),,-6.5,66,16,21160,67,19,4,21,9.4,12322|12323|14682|15461,Camk2a|Camk2b|Gnaq|Hras,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0016050,vesicle organization,19_GO:0009987 cellular process,-6.4,20,10,21160,342,19,6,32,11,11964|13385|20614|20910|72961|108664,Atp6v1a|Dlg4|Snap25|Stxbp1|Slc17a7|Atp6v1h,-4.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0021700,developmental maturation,19_GO:0032502 developmental process,-6.4,19,10,21160,349,19,6,32,11,11964|13385|14682|20910|72961|108664,Atp6v1a|Dlg4|Gnaq|Stxbp1|Slc17a7|Atp6v1h,-4.1
MyList_MCODE_ALL,KEGG Pathway,24,mmu04971,Gastric acid secretion - Mus musculus (house mouse),,-6.3,59,15,21160,75,19,4,21,9.4,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048168,regulation of neuronal synaptic plasticity,19_GO:0050789 regulation of biological process,-6.2,56,15,21160,79,19,4,21,9.4,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0097401,synaptic vesicle lumen acidification,19_GO:0042592 homeostatic process,-6.2,1.7e+02,22,21160,20,19,3,16,8.4,11964|72961|108664,Atp6v1a|Slc17a7|Atp6v1h,-4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007268,chemical synaptic transmission,19_GO:0050789 regulation of biological process,-6.2,18,9.8,21160,379,19,6,32,11,13385|20614|20910|72961|104015|235380,Dlg4|Snap25|Stxbp1|Slc17a7|Synj1|Dmxl2,-4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0098916,anterograde trans-synaptic signaling,19_GO:0050789 regulation of biological process,-6.2,18,9.8,21160,379,19,6,32,11,13385|20614|20910|72961|104015|235380,Dlg4|Snap25|Stxbp1|Slc17a7|Synj1|Dmxl2,-4
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-438066,"Unblocking of NMDA receptors, glutamate binding and activation",,-6,1.5e+02,21,21160,22,19,3,16,8.4,12322|12323|13385,Camk2a|Camk2b|Dlg4,-3.9
MyList_MCODE_ALL,KEGG Pathway,24,mmu04540,Gap junction - Mus musculus (house mouse),,-6,52,14,21160,86,19,4,21,9.4,14672|14682|14683|15461,Gna11|Gnaq|Gnas|Hras,-3.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048167,regulation of synaptic plasticity,19_GO:0050789 regulation of biological process,-6,17,9.5,21160,402,19,6,32,11,12322|12323|13385|15461|20614|20910,Camk2a|Camk2b|Dlg4|Hras|Snap25|Stxbp1,-3.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099537,trans-synaptic signaling,19_GO:0050789 regulation of biological process,-6,17,9.5,21160,403,19,6,32,11,13385|20614|20910|72961|104015|235380,Dlg4|Snap25|Stxbp1|Slc17a7|Synj1|Dmxl2,-3.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0016082,synaptic vesicle priming,19_GO:0051179 localization,-6,1.5e+02,21,21160,23,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-3.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-428930,Thromboxane signalling through TP receptor,,-5.9,1.4e+02,20,21160,24,19,3,16,8.4,14672|14674|14682,Gna11|Gna13|Gnaq,-3.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050796,regulation of insulin secretion,19_GO:0051179 localization,-5.8,24,11,21160,234,19,5,26,10,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-3.7
MyList_MCODE_ALL,KEGG Pathway,24,mmu04713,Circadian entrainment - Mus musculus (house mouse),,-5.8,45,13,21160,99,19,4,21,9.4,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-3.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-5.8,11,8.1,21160,711,19,7,37,11,12322|14672|14682|14683|14687|20614|20910,Camk2a|Gna11|Gnaq|Gnas|Gnaz|Snap25|Stxbp1,-3.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007212,G protein-coupled dopamine receptor signaling pathway,19_GO:0050896 response to stimulus,-5.8,1.2e+02,19,21160,27,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-3.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,19_GO:0065007 biological regulation,-5.7,43,13,21160,103,19,4,21,9.4,11771|11772|12322|13385,Ap2a1|Ap2a2|Camk2a|Dlg4,-3.6
MyList_MCODE_ALL,KEGG Pathway,24,mmu04922,Glucagon signaling pathway - Mus musculus (house mouse),,-5.7,43,13,21160,104,19,4,21,9.4,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-3.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-5.7,23,10,21160,247,19,5,26,10,14672|14674|14682|14683|14687,Gna11|Gna13|Gnaq|Gnas|Gnaz,-3.6
MyList_MCODE_ALL,KEGG Pathway,24,mmu04020,Calcium signaling pathway - Mus musculus (house mouse),,-5.6,22,10,21160,254,19,5,26,10,12322|12323|14672|14682|14683,Camk2a|Camk2b|Gna11|Gnaq|Gnas,-3.6
MyList_MCODE_ALL,KEGG Pathway,24,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),,-5.6,22,10,21160,254,19,5,26,10,14672|14674|14682|14683|15461,Gna11|Gna13|Gnaq|Gnas|Hras,-3.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-456926,Thrombin signalling through proteinase activated receptors (PARs),,-5.5,1e+02,18,21160,32,19,3,16,8.4,14672|14674|14682,Gna11|Gna13|Gnaq,-3.5
MyList_MCODE_ALL,KEGG Pathway,24,mmu04724,Glutamatergic synapse - Mus musculus (house mouse),,-5.5,38,12,21160,116,19,4,21,9.4,13385|14682|14683|72961,Dlg4|Gnaq|Gnas|Slc17a7,-3.5
MyList_MCODE_ALL,KEGG Pathway,24,mmu04928,"Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",,-5.5,38,12,21160,116,19,4,21,9.4,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-3.5
MyList_MCODE_ALL,KEGG Pathway,24,mmu04935,"Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",,-5.5,38,12,21160,117,19,4,21,9.4,14672|14682|14683|15461,Gna11|Gnaq|Gnas|Hras,-3.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-392518,Signal amplification,,-5.5,1e+02,17,21160,33,19,3,16,8.4,14672|14674|14682,Gna11|Gna13|Gnaq,-3.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-5.5,9.8,7.6,21160,796,19,7,37,11,12322|14672|14682|14683|14687|20614|20910,Camk2a|Gna11|Gnaq|Gnas|Gnaz|Snap25|Stxbp1,-3.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006812,monoatomic cation transport,19_GO:0051179 localization,-5.4,9.8,7.6,21160,798,19,7,37,11,11964|12322|12323|20614|22348|72961|108664,Atp6v1a|Camk2a|Camk2b|Snap25|Slc32a1|Slc17a7|Atp6v1h,-3.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-442755,Activation of NMDA receptors and postsynaptic events,,-5.4,98,17,21160,34,19,3,16,8.4,12322|12323|13385,Camk2a|Camk2b|Dlg4,-3.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-5673000,RAF activation,,-5.4,98,17,21160,34,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-3.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0090276,regulation of peptide hormone secretion,19_GO:0051179 localization,-5.4,20,9.6,21160,278,19,5,26,10,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-3.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032024,positive regulation of insulin secretion,19_GO:0051179 localization,-5.4,37,12,21160,122,19,4,21,9.4,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-3.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002791,regulation of peptide secretion,19_GO:0051179 localization,-5.4,20,9.5,21160,283,19,5,26,10,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-3.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0090087,regulation of peptide transport,19_GO:0051179 localization,-5.4,20,9.4,21160,285,19,5,26,10,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-3.4
MyList_MCODE_ALL,KEGG Pathway,24,mmu04750,Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),,-5.3,34,11,21160,130,19,4,21,9.4,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-3.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048169,regulation of long-term neuronal synaptic plasticity,19_GO:0050789 regulation of biological process,-5.3,86,16,21160,39,19,3,16,8.4,12323|13385|15461,Camk2b|Dlg4|Hras,-3.3
MyList_MCODE_ALL,KEGG Pathway,24,mmu04728,Dopaminergic synapse - Mus musculus (house mouse),,-5.2,33,11,21160,136,19,4,21,9.4,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-3.3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-388396,GPCR downstream signalling,,-5.2,12,7.9,21160,556,19,6,32,11,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-5.2,12,7.9,21160,556,19,6,32,11,13385|14672|14682|14683|15461|20614,Dlg4|Gna11|Gnaq|Gnas|Hras|Snap25,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903351,cellular response to dopamine,19_GO:0050896 response to stimulus,-5.2,80,15,21160,42,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902600,proton transmembrane transport,19_GO:0051179 localization,-5.1,31,11,21160,143,19,4,21,9.4,11964|22348|72961|108664,Atp6v1a|Slc32a1|Slc17a7|Atp6v1h,-3.2
